
anv,14-02-2026,10:22:20,0.7,Verified
Unknown,14-02-2026,10:22:20,0.7,Unknown
Unknown,14-02-2026,10:26:49,0.67,Unknown
anv,14-02-2026,10:26:51,0.7,Verified
Unknown,14-02-2026,10:32:14,0.61,Unknown
anv,14-02-2026,10:32:16,0.71,Verified
anv,14-02-2026,10:41:11,0.7,Verified
Unknown,14-02-2026,10:41:47,0.59,Unknown
Unknown,14-02-2026,10:47:36,0.59,Unknown
anv,14-02-2026,10:47:43,0.73,Verified
Unknown,26-02-2026,20:54:27,0.06,Unknown
anv,26-02-2026,20:54:33,0.75,Verified
